,name,steps,cuisine
48,amaretto cake,"preheat oven to 350 degrees f (175 degrees c). grease and flour a 10 inch bundt pan. in a large bowl, combine cake mix, eggs, instant vanilla pudding, water, oil, almond extract, and 2 tablespoons of the amaretto; blend together well. pour batter into the prepared pan. bake in preheated oven for 40 to 45 minutes, or until a toothpick inserted into the center of cake comes out clean. remove cake from oven and while it is still warm, poke holes in the surface. drizzle with the amaretto glaze, insuring that some of the glaze fills the holes. let the cake cool for at least 2 hours before removing from the pan. to make amaretto glaze: sift the confectioners' sugar, and combine it with the remaining 1/2 cup amaretto. blend until smooth. you may add more amaretto as needed.",Italian
49,fresh caprese vegetable kabobs,"whisk lemon juice with salt and pepper, then   gradually add oil while whisking vigorously. whisk in basil. in large bowl, gently toss vegetables and mozzarella together.  pour marinade over vegetables and gently toss to thoroughly coat. cover bowl and refrigerate at least 30 minutes, but no longer than 2 hours. drain vegetables and thread onto skewers in desired pattern.",Italian
50,tuaca &amp; strawberries,place sliced strawberries in a bowl.  cover with tuaca.  allow to marinate at least 10 minutes.,Italian
51,italian chicken &amp; noodles,mix italian dressing mix with water. place chicken breasts in baking dish. pour italian dressing over chicken. mix soup and cream cheese. pour over chicken. cover with lid or foil. bake at 350 for 25-30 minutes. serve over cooked noodles.,Italian
52,momma's artichoke hearts and mushroom bake,drain artichoke liquid and slice hearts in quarters. clean and slice mushrooms. place 1 tablespoon of olive oil at the bottom of a covered casserole dish. arrange the artichoke hearts on the bottom and top with a layer of sliced mushrooms. sprinkle with salt &amp; pepper. top with 1/4 of the breadcrumbs. drizzle 1 tablespoon of olive oil onto the breadcrumbs and repeat the layers again. finish the top layer of breadcrumbs with the remaining oil and top with parmesan cheese. cover and bake in a 350 degree oven for 30 minutes. remove the cover and brown the top until golden in color and serve.,Italian
53,ranch florentine meatballs #rsc,"preheat oven to 350 degrees. in a large bowl combine all ingredients except olive oil. work mixture with hands until all elements are thoroughly incorporated into one mass. using hands, roll mixture into meatballs approximately 1.5"" in diameter and place on a cookie sheet or plate. heat olive oil in a large, oven-proof saute pan over medium high heat. add meatballs and cook until browned on all sides, 1 - 2 minute each side. transfer saute pan to oven and cook another 10 minutes until meatballs are cooked through.",Italian
54,cheesy polenta,"in a pot, combine milk, broth, salt and cornmeal. place over medium-high heat and whisk constantly until liquid is boiling. reduce heat to low, cover and cook 20 minutes until creamy, stirring every 3-4 minutes to prevent sticking and burning. remove from heat. stir in pepper, butter, cheeses and optional herbs.",Italian
55,ribollita - giada de laurentiis,"heat the oil in a heavy large pot over medium heat. add the onion, carrot, pancetta, minced garlic, salt, and pepper. cook until the onion is golden brown and the pancetta is crisp, about 7 minutes. add tomato paste and stir until dissolved. add tomatoes and stir, scraping the bottom of the pan with a wooden spoon to release all the brown bits. add the spinach, beans, herbs, stock, bay leaf, and parmesan rind. bring the soup to a boil, reduce heat and simmer for 30 minutes. meanwhile, preheat the oven to 350 degrees. drizzle the ciabatta halves with olive oil. toast until golden brown, about 5 minutes. remove from the oven and rub the top of the toasts with the whole garlic clove. place the toasts in the serving bowls and ladle the soup over the toasts. sprinkle with parmesan and serve immediately.",Italian
56,italian chicken and mushroom skillet,"in a large skillet or dutch oven, season chicken with seasoning salt pepper and garlic powder (can use regular salt). brown the chicken in oil on medium heat (about 3 minutes on both sides) remove to a plate and set aside. in the same skillet, saute onion, bell pepper, celery, fresh garlic, dried basil, dried oregano and mushrooms until soft, about 5 minutes (add in crushed hot pepper flakes, if using). add in the tomato paste and stir for about 1 minute. add in the stewed tomatoes and wine (if using) stir until combined. season with more salt and pepper if desired; cover and simmer tomato mixture for for about 20-25 minutes. add in the browned chicken back to the skillet, cover and simmer for another 40-45 minutes, or until the chicken is cooked and juices run clear. *note* you might want to add in a couple of teaspoons of sugar if you think that the tomato sauce is too ""acidy"".",Italian
57,braised quail,"clean the quail and pat dry. place a slice of pancetta, a sage and rosemary sprig, and a sliver of garlic. heat the oil in a large, lidded frying pan and brown the quail all over quickly. add salt and pepper to taste. add extra rosemary and sage leaves and the white wine. put the lid on, turn the heat down to low and cook very slowly adding more wine and chicken stock as needed. cook until well done. serve with polenta and a salad of radiccio or rocket if you want to.",Italian
58,roast cherry tomatoes and feta,"preheat oven 200°c, arrange tomatoes in a single layer in an ovenproof shallow dish (use two if you don't have one that is big enough, but it is important that there is only one layer), cut side up. you don't need to grease the dish sprinkle salt, pepper, herbs, breadcrumbs, parmesan and feta crumbles evenly on tomatoes bake for 20 minutes or until tomatoes are tender and cheese is melted and bubbling let cool 5 to 10 minutes and serve.",Italian
59,incredible lasagna w/ bolognese sauce,"grease a ceramic 9 x 13 casserole dish with butter and set aside (this is so that the noodles don't stick to the bottom, and it works better than putting sauce down, and tastes great, too). boil lasagna shells until al dente (look at directions on package), unless you're using the ready to bake type. arrange pasta into single layer in pan, cutting and patching to fit as needed. carefully top with a thin layer of bolognese (about 1 1/2 cups). sprinkle liberally with parmiggiano cheese. arrange another layer of pasta on top, covering with bechamel (about 1 1/3 cup) and sprinkle again with parmiggiano cheese. repeat layers until you have at least 3 layers of bolognese and bechamel, then finish with another cup of the reserved bolognese, and finally top with parmigianno. bake at 350 degrees until hot and bubbly, about 50 minutes. let rest about 15 minutes before serving. serve with any remaining bolognese on the side.",Italian
60,italian nut biscotti,"in a large bowl, stir together sugar,butter,anise seeds,anisette, and whiskey;(i use mixer) beat in eggs. in another bowl, stir together flour and baking powder. gradually add to sugar mixture, blending thoroughly,mix in almonds. cover tightly with plastic wrap and refrigerate for 2 to 3 hours. directly on greased baking sheets,shape dough with hands to form flat loaves about 1/2 inch thick,2 inches wide, as long as baking sheets. place loaves parallel and 4 inches apart,(this make 6 loaves). bake in a 375 degrees oven for 20 minutes or until lightly browned. remove loaves from oven and let cool on baking sheets until you can touch them. cut diagonally into 1/2 to 3/4-inch-thick slices;place slices close together (on same baking sheet, cut sides down} on baking sheets. bake 375 degree oven for 15 more minutes or until lightly toasted. transfer to racks to cool;store air tight container.",Italian
