,steps_tokens,steps_tokens_bow,cuisine
7816,"['place', 'the', '2', 'peeled', 'whole', 'garlic', 'cloves', '2', 'teaspoons', 'of', 'the', 'grated', 'ginger', 'and', 'the', 'water', 'in', 'a', 'blender', 'blend', 'until', 'smooth', 'about', '25', 'seconds', 'leave', 'the', 'mixture', 'in', 'the', 'blender', 'jar', 'and', 'set', 'aside', 'you', 'will', 'be', 'pureeing', 'the', 'soup', 'right', 'in', 'the', 'blender', 'with', 'the', 'garlic', 'and', 'ginger.', 'heat', 'the', 'butter', 'in', 'a', 'large', 'stockpot', 'or', 'dutch', 'oven', 'over', 'medium', 'heat', 'until', 'foaming', 'add', 'the', 'onions', 'peppers', 'and', 'tomato', 'paste', 'stirring', 'frequently', 'until', 'the', 'onions', 'are', 'softened', 'and', 'beginning', 'to', 'brown', 'about', '3', 'minutes', 'stir', 'in', 'the', 'coconut', 'and', 'cook', 'until', 'fragrant', 'about', '1', 'minute', 'add', 'the', 'minced', 'garlic', 'remaining', '2', 'teaspoons', 'ginger', 'curry', 'powder', 'cumin', 'chili', 'flakes', 'and', 'flour', 'stir', 'until', 'evenly', 'combined', 'about', '1', 'minute', 'whisking', 'constantly', 'and', 'vigorously', 'gradually', 'add', 'the', 'chicken', 'broth', 'add', 'the', 'carrots', 'celery', 'and', 'whole', 'banana', 'to', 'the', 'pot', 'increase', 'the', 'heat', 'to', 'medium-high', 'and', 'bring', 'to', 'a', 'boil', 'add', 'the', 'chicken', 'cover', 'reduce', 'the', 'heat', 'to', 'low', 'and', 'simmer', 'until', 'the', 'vegetables', 'are', 'tender', 'and', 'the', 'chicken', 'is', 'cooked', 'through', 'about', '20', 'minutes', 'with', 'tongs', 'transfer', 'the', 'cooked', 'chicken', 'to', 'a', 'cutting', 'board', 'cool', 'slightly', 'and', 'pull', 'into', 'bite-sized', 'pieces', 'puree', 'the', 'soup', 'in', 'batches', 'in', 'the', 'blender', 'with', 'the', 'garlic', 'and', 'ginger', 'until', 'very', 'smooth', 'wash', 'and', 'dry', 'the', 'pot', 'return', 'the', 'pureed', 'soup', 'to', 'the', 'clean', 'pot', 'add', 'the', 'reserved', 'chicken', 'and', 'season', 'to', 'taste', 'with', 'salt', 'and', 'pepper', 'warm', 'the', 'soup', 'over', 'medium', 'heat', 'until', 'hot', 'about', '1', 'minute', 'the', 'soup', 'can', 'be', 'refrigerated', 'in', 'an', 'airtight', 'container', 'for', 'up', 'to', '3', 'days', 'warm', 'over', 'low', 'heat', 'until', 'hot', 'do', 'not', 'boil', 'sprinkle', 'with', 'the', 'cilantro', 'and', 'serve', 'immediately']","['place', 'peeled', 'whole', 'garlic', 'cloves', 'grated', 'ginger', 'water', 'blender', 'blend', 'smooth', 'seconds', 'leave', 'mixture', 'blender', 'jar', 'set', 'aside', 'pureeing', 'soup', 'right', 'blender', 'garlic', 'ginger.', 'heat', 'butter', 'large', 'stockpot', 'dutch', 'oven', 'medium', 'heat', 'foaming', 'add', 'onions', 'peppers', 'tomato', 'paste', 'stirring', 'frequently', 'onions', 'softened', 'beginning', 'brown', 'stir', 'coconut', 'cook', 'fragrant', 'add', 'minced', 'garlic', 'remaining', 'ginger', 'curry', 'powder', 'cumin', 'chili', 'flakes', 'flour', 'stir', 'evenly', 'combined', 'whisking', 'constantly', 'vigorously', 'gradually', 'add', 'chicken', 'broth', 'add', 'carrots', 'celery', 'whole', 'banana', 'pot', 'increase', 'heat', 'medium', 'high', 'bring', 'boil', 'add', 'chicken', 'cover', 'reduce', 'heat', 'low', 'simmer', 'vegetables', 'tender', 'chicken', 'cooked', 'tongs', 'transfer', 'cooked', 'chicken', 'cutting', 'board', 'cool', 'slightly', 'pull', 'bite', 'sized', 'pieces', 'puree', 'soup', 'batches', 'blender', 'garlic', 'ginger', 'smooth', 'wash', 'dry', 'pot', 'return', 'pureed', 'soup', 'clean', 'pot', 'add', 'reserved', 'chicken', 'season', 'taste', 'salt', 'pepper', 'warm', 'soup', 'medium', 'heat', 'hot', 'soup', 'refrigerated', 'airtight', 'container', 'days', 'warm', 'low', 'heat', 'hot', 'boil', 'sprinkle', 'cilantro', 'serve', 'immediately']",Indian
6876,"['combine', 'lentils', 'tomato', 'turmeric', 'and', 'water', 'boil', 'until', 'done', 'add', 'oil', 'to', 'a', 'fry', 'pan', 'add', 'black', 'mustard', 'seeds', 'and', 'cumin', 'seeds', 'add', 'chilies', 'and', 'onion', 'add', 'garlic', 'chili', 'powder', 'and', 'curry', 'powder', 'cook', 'until', 'seeds', 'pop', 'and', 'veggies', 'are', 'limp', 'add', 'spinach', 'add', 'lentils', 'mix', 'serve']","['combine', 'lentils', 'tomato', 'turmeric', 'water', 'boil', 'done', 'add', 'oil', 'fry', 'pan', 'add', 'black', 'mustard', 'seeds', 'cumin', 'seeds', 'add', 'chilies', 'onion', 'add', 'garlic', 'chili', 'powder', 'curry', 'powder', 'cook', 'seeds', 'pop', 'veggies', 'limp', 'add', 'spinach', 'add', 'lentils', 'mix', 'serve']",Indian
4221,"['combine', 'ingredients', 'in', 'a', 'small', 'saucepan', 'and', 'simmer', 'covered', 'for', '30', 'minutes', 'stirring', 'occasionally', 'adjust', 'seasonings', 'salt', 'pepper', 'sugar', 'to', 'taste', 'and', 'allow', 'to', 'cool', 'to', 'at', 'least', 'room', 'temp', 'before', 'using', 'on', 'pizza', 'makes', 'enough', 'sauce', 'for', '1', 'pizza']","['combine', 'ingredients', 'small', 'saucepan', 'simmer', 'covered', 'stirring', 'occasionally', 'adjust', 'seasonings', 'salt', 'pepper', 'sugar', 'taste', 'allow', 'cool', 'least', 'room', 'temp', 'using', 'pizza', 'makes', 'enough', 'sauce', 'pizza']",Italian
7611,"['preheat', 'oven', 'to', '400', 'degrees', 'f.', 'place', 'potatoes', 'on', 'cutting', 'board', 'and', 'give', 'them', 'each', 'one', 'good', 'whack', 'with', 'a', 'meat', 'mallet', 'to', 'crack', 'them', 'or', 'you', 'could', 'just', 'prick', 'them', 'with', 'a', 'fork', 'if', 'you', 'wish', 'place', 'potatoes', 'in', 'large', 'bowl', 'and', 'drizzle', 'with', '1/4', 'cup', 'olive', 'oil', 'and', 'sprinkle', 'with', 'salt', 'tossing', 'well', 'to', 'coat', 'roast', 'potatoes', 'on', 'shallow', 'pan', 'until', 'tender', 'about', '25', 'minutes', 'depending', 'on', 'the', 'size', 'of', 'your', 'potatoes', 'mix', 'lemon', 'juice', 'wine', 'coriander', 'garam', 'masala', 'and', 'sugar', 'in', 'a', 'bowl', 'slowly', 'whisk', 'in', 'remaining', '1/2', 'cup', 'of', 'oil', 'whisking', 'constantly', 'to', 'blend', 'well', 'and', 'set', 'aside', 'when', 'potatoes', 'are', 'near', 'done', 'heat', 'lemon', 'and', 'oil', 'mixture', 'in', 'a', 'skillet', 'over', 'medium', 'heat', 'just', 'to', 'a', 'low', 'simmer', 'add', 'the', 'spinach', 'and', 'cook', 'until', 'just', 'wilted', 'only', 'a', 'minute', 'or', 'two', 'and', 'remove', 'from', 'heat', 'place', 'the', 'potatoes', 'in', 'a', 'large', 'bowl', 'and', 'smash', 'them', 'with', 'a', 'fork', 'and', 'knife', 'if', 'necessary', 'breaking', 'them', 'apart', 'into', 'coarse', 'pieces', 'sprinkle', 'the', 'red', 'onion', 'over', 'the', 'potatoes', 'then', 'pour', 'the', 'spinach', 'and', 'vinaigrette', 'mixture', 'over', 'the', 'potatoes', 'and', 'toss', 'thoroughly', 'be', 'sure', 'to', 'taste', 'them', 'and', 'season', 'with', 'more', 'salt', 'as', 'needed', 'cover', 'with', 'foil', 'and', 'let', 'stand', 'about', '5', 'minutes', 'before', 'serving']","['preheat', 'oven', 'f.', 'place', 'potatoes', 'cutting', 'board', 'give', 'one', 'good', 'whack', 'meat', 'mallet', 'crack', 'could', 'prick', 'fork', 'wish', 'place', 'potatoes', 'large', 'bowl', 'drizzle', 'olive', 'oil', 'sprinkle', 'salt', 'tossing', 'well', 'coat', 'roast', 'potatoes', 'shallow', 'pan', 'tender', 'depending', 'size', 'potatoes', 'mix', 'lemon', 'juice', 'wine', 'coriander', 'garam', 'masala', 'sugar', 'bowl', 'slowly', 'whisk', 'remaining', 'oil', 'whisking', 'constantly', 'blend', 'well', 'set', 'aside', 'potatoes', 'near', 'done', 'heat', 'lemon', 'oil', 'mixture', 'skillet', 'medium', 'heat', 'low', 'simmer', 'add', 'spinach', 'cook', 'wilted', 'two', 'remove', 'heat', 'place', 'potatoes', 'large', 'bowl', 'smash', 'fork', 'knife', 'necessary', 'breaking', 'apart', 'coarse', 'pieces', 'sprinkle', 'red', 'onion', 'potatoes', 'pour', 'spinach', 'vinaigrette', 'mixture', 'potatoes', 'toss', 'thoroughly', 'sure', 'taste', 'season', 'salt', 'needed', 'cover', 'foil', 'let', 'stand', 'serving']",Indian
6445,"['grease', '12', 'muffin', 'tins', 'and', 'preheat', 'over', 'to', '425°f', 'mix', 'eggs', 'cheese', 'and', 'optional', 'ingredients', 'in', 'a', 'large', 'bowl', 'then', 'stir', 'in', 'pasta', 'scoop', 'pasta', 'into', 'muffin', 'tins', 'and', 'bake', 'for', 'about', '8-10', 'minutes', 'or', 'until', 'set', 'let', 'cool', 'for', 'a', 'few', 'minutes', 'then', 'remove', 'from', 'tins', 'and', 'enjoy', 'or', 'once', 'cooled', 'put', 'in', 'plastic', 'bags', 'and', 'freeze', 'when', 'ready', 'to', 'eat', 'take', 'out', 'of', 'bag', 'and', 'heat', 'in', 'microwave', 'until', 'heated']","['grease', 'muffin', 'tins', 'preheat', '425°f', 'mix', 'eggs', 'cheese', 'optional', 'ingredients', 'large', 'bowl', 'stir', 'pasta', 'scoop', 'pasta', 'muffin', 'tins', 'bake', 'set', 'let', 'cool', 'remove', 'tins', 'enjoy', 'cooled', 'put', 'plastic', 'bags', 'freeze', 'ready', 'eat', 'take', 'bag', 'heat', 'microwave', 'heated']",Italian
159,"['heat', 'a', 'medium', 'sized', 'skillet', 'add', 'the', 'canola', 'oil', 'and', 'brown', 'the', 'roast', 'for', '4', 'to', '5', 'minutes', 'on', 'all', 'sides', 'then', 'remove', 'to', 'a', 'serving', 'platter', 'in', 'the', 'same', 'oil', 'sauté', 'the', 'italian', 'sausage', 'links', 'until', 'well', 'browned', 'on', 'all', 'sides', 'then', 'remove', 'to', 'the', 'platter', 'combine', 'all', 'the', 'ingredients', 'for', 'the', 'seasoning', 'mix', 'and', 'when', 'the', 'meat', 'is', 'cool', 'enough', 'to', 'handle', 'evenly', 'rub', 'the', 'spice', 'mix', 'into', 'the', 'browned', 'roast', 'using', 'a', 'slow', 'cooker', 'scatter', 'the', 'garlic', 'onion', 'peppers', 'worcestershire', 'white', 'wine', 'and', 'tomatoes', 'over', 'the', 'bottom', 'of', 'the', 'cooking', 'chamber', 'place', 'the', 'seasoned', 'meat', 'directly', 'on', 'top', 'of', 'the', 'vegetables', 'then', 'stuff', 'the', 'sausage', 'links', 'on', 'either', 'side', 'of', 'the', 'roast', 'carefully', 'add', 'about', '4', 'cups', 'of', 'beef', 'stock', 'to', 'the', 'crock', 'pot', 'just', 'enough', 'to', 'cover', 'the', 'meat', 'but', 'not', 'overflowing', 'add', 'enough', 'that', 'you', 'feel', 'comfortable', 'with', 'in', 'cooking', 'and', 'reserve', 'the', 'rest', 'to', 'add', 'later', 'if', 'needed', 'cover', 'the', 'cooker', 'and', 'set', 'the', 'temperature', 'to', 'low', 'or', 'high', 'low', 'will', 'cook', 'the', 'meat', 'in', 'about', '10', 'to', '12', 'hours', 'whereas', 'high', 'will', 'cook', 'the', 'meat', 'in', '5', 'to', '6', 'hours', 'or', 'until', 'the', 'meat', 'is', 'tender', 'and', 'can', 'be', 'either', 'shredded', 'or', 'sliced', 'to', 'serve', 'the', 'beef', 'remove', 'the', 'roast', 'from', 'the', 'casserole', 'to', 'a', 'serving', 'platter', 'and', 'carefully', 'shred', 'or', 'thinly', 'slice', 'return', 'the', 'meat', 'back', 'to', 'the', 'casserole', 're-season', 'if', 'necessary', 'then', 'using', 'a', 'kitchen', 'tong', 'equally', 'divide', 'on', 'to', 'some', 'hard', 'rolls', 'and', 'serve', 'with', 'some', 'sweet', 'peppers', 'or', 'giardiniera']","['heat', 'medium', 'sized', 'skillet', 'add', 'canola', 'oil', 'brown', 'roast', 'sides', 'remove', 'serving', 'platter', 'oil', 'sauté', 'italian', 'sausage', 'links', 'well', 'browned', 'sides', 'remove', 'platter', 'combine', 'ingredients', 'seasoning', 'mix', 'meat', 'cool', 'enough', 'handle', 'evenly', 'rub', 'spice', 'mix', 'browned', 'roast', 'using', 'slow', 'cooker', 'scatter', 'garlic', 'onion', 'peppers', 'worcestershire', 'white', 'wine', 'tomatoes', 'bottom', 'cooking', 'chamber', 'place', 'seasoned', 'meat', 'directly', 'top', 'vegetables', 'stuff', 'sausage', 'links', 'either', 'side', 'roast', 'carefully', 'add', 'beef', 'stock', 'crock', 'pot', 'enough', 'cover', 'meat', 'overflowing', 'add', 'enough', 'feel', 'comfortable', 'cooking', 'reserve', 'rest', 'add', 'later', 'needed', 'cover', 'cooker', 'set', 'temperature', 'low', 'high', 'low', 'cook', 'meat', 'whereas', 'high', 'cook', 'meat', 'meat', 'tender', 'either', 'shredded', 'sliced', 'serve', 'beef', 'remove', 'roast', 'casserole', 'serving', 'platter', 'carefully', 'shred', 'thinly', 'slice', 'return', 'meat', 'back', 'casserole', 'season', 'necessary', 'using', 'kitchen', 'tong', 'equally', 'divide', 'hard', 'rolls', 'serve', 'sweet', 'peppers', 'giardiniera']",Italian
7333,"['heat', 'oil', 'in', 'a', 'pan', 'add', 'the', 'bayleaf', 'cinnamon', 'stick', 'and', 'cloves', 'stir', 'briefly', 'for', 'about', '30', 'seconds', 'add', 'corriander', 'seeds', 'fennel', 'seeds', 'sugar', 'and', 'cayenne', 'pepper', 'mix', 'well', 'stir-fry', 'for', '2-3', 'minutes', 'remove', 'from', 'flame', 'keep', 'aside', 'pour', 'the', 'remaining', 'oil', 'in', 'the', 'pan', 'add', 'garlic', 'and', 'the', 'sliced', 'onion', 'saute', 'till', 'the', 'raw', 'smell', 'of', 'garlic', 'is', 'gone', 'and', 'the', 'onion', 'is', 'brown', 'add', 'coconut', 'roast', 'on', 'low-medium', 'flame', 'till', 'brown', 'allow', 'to', 'cool', 'grind', 'to', 'a', 'smooth', 'paste', 'adding', 'water', 'as', 'necessary', 'alongwith', 'the', 'fried', 'masala', 'prepared', 'above', 'keep', 'aside', 'now', 'mix', 'the', 'pieces', 'of', 'tender', 'coconut', 'prawns', 'potatoes', 'carrots', 'and', 'onions', 'with', 'the', 'turmeric', 'powder', 'curry', 'powder', 'and', 'salt', 'to', 'taste', 'in', 'another', 'pan', 'heat', '1', 'tbsp', 'of', 'oil', 'add', 'asafoetida', 'and', 'the', 'above', 'mixture', 'saute', 'briefly', 'say', 'for', 'about', '2-3', 'minutes', 'add', 'tomatoes', 'alongwith', '1', 'cup', 'of', 'water', 'cover', 'cook', 'for', '10', 'minutes', 'add', 'the', 'above', 'prepared', 'masala', 'paste', 'if', 'desired', 'you', 'may', 'add', 'a', 'cup', 'of', 'thick', 'coconut', 'milk', 'for', 'extra', 'flavour', 'stir', 'and', 'bring', 'to', 'a', 'boil', 'serve', 'hot', 'with', 'chappatis', 'and/or', 'rice']","['heat', 'oil', 'pan', 'add', 'bayleaf', 'cinnamon', 'stick', 'cloves', 'stir', 'briefly', 'seconds', 'add', 'corriander', 'seeds', 'fennel', 'seeds', 'sugar', 'cayenne', 'pepper', 'mix', 'well', 'stir', 'fry', 'remove', 'flame', 'keep', 'aside', 'pour', 'remaining', 'oil', 'pan', 'add', 'garlic', 'sliced', 'onion', 'saute', 'till', 'raw', 'smell', 'garlic', 'gone', 'onion', 'brown', 'add', 'coconut', 'roast', 'low', 'medium', 'flame', 'till', 'brown', 'allow', 'cool', 'grind', 'smooth', 'paste', 'adding', 'water', 'necessary', 'alongwith', 'fried', 'masala', 'prepared', 'keep', 'aside', 'mix', 'pieces', 'tender', 'coconut', 'prawns', 'potatoes', 'carrots', 'onions', 'turmeric', 'powder', 'curry', 'powder', 'salt', 'taste', 'another', 'pan', 'heat', 'oil', 'add', 'asafoetida', 'mixture', 'saute', 'briefly', 'say', 'add', 'tomatoes', 'alongwith', 'water', 'cover', 'cook', 'add', 'prepared', 'masala', 'paste', 'desired', 'may', 'add', 'thick', 'coconut', 'milk', 'extra', 'flavour', 'stir', 'bring', 'boil', 'serve', 'hot', 'chappatis', 'and/or', 'rice']",Indian
271,"['preheat', 'the', 'oven', 'to', '400°f', 'trim', 'and', 'discard', 'the', 'top', 'and', 'bottom', 'of', 'the', 'eggplant', 'and', 'cut', 'the', 'remainder', 'into', 'small', 'cubes', 'peel', 'the', 'onion', 'and', 'chop', 'finely', 'cut', 'the', 'red', 'pepper', 'in', 'half', 'deseed', 'and', 'slice', 'into', 'small', 'pieces', 'place', 'the', 'prepared', 'vegetables', 'in', 'a', 'medium-sized', 'roasting', 'tin', 'with', 'the', 'garlic', 'stir', 'in', 'the', 'olive', 'oil', 'paprika', 'and', '4', 'tbsp', 'cold', 'water', 'roast', 'in', 'the', 'preheated', 'oven', 'for', '20', 'minutes', 'stirring', 'occasionally', 'to', 'stop', 'the', 'vegetables', 'from', 'sticking', 'when', 'the', 'vegetables', 'are', 'soft', 'and', 'golden', 'stir', 'in', 'the', 'napoletana', 'sauce', 'and', 'parsley', 'and', 'season', 'well', 'return', 'to', 'the', 'oven', 'for', 'a', 'further', '10', 'minutes', 'to', 'heat', 'through', 'meanwhile', 'cook', 'the', 'pasta', 'according', 'to', 'the', 'pack', 'instructions', 'drain', 'the', 'pasta', 'then', 'stir', 'into', 'the', 'sauce', 'serve', 'with', 'a', 'crisp', 'green', 'salad']","['preheat', 'oven', '400°f', 'trim', 'discard', 'top', 'bottom', 'eggplant', 'cut', 'remainder', 'small', 'cubes', 'peel', 'onion', 'chop', 'finely', 'cut', 'red', 'pepper', 'half', 'deseed', 'slice', 'small', 'pieces', 'place', 'prepared', 'vegetables', 'medium', 'sized', 'roasting', 'tin', 'garlic', 'stir', 'olive', 'oil', 'paprika', 'cold', 'water', 'roast', 'preheated', 'oven', 'stirring', 'occasionally', 'stop', 'vegetables', 'sticking', 'vegetables', 'soft', 'golden', 'stir', 'napoletana', 'sauce', 'parsley', 'season', 'well', 'return', 'oven', 'heat', 'meanwhile', 'cook', 'pasta', 'according', 'pack', 'instructions', 'drain', 'pasta', 'stir', 'sauce', 'serve', 'crisp', 'green', 'salad']",Italian
493,"['cook', 'hamburger', 'with', 'garlic', 'and', 'onion', 'add', 'sliced', 'bell', 'peppers', 'water', 'vinegar', 'soup', 'mix', 'and', 'seasoning', 'and', 'simmer', 'over', 'medium', 'heat', 'top', 'with', 'cheese', 'and', 'let', 'melt', 'spoon', 'into', 'hoagie', 'rolls', 'to', 'freeze', 'freeze', 'all', 'ingredients', 'cooked', 'with', 'out', 'cheese']","['cook', 'hamburger', 'garlic', 'onion', 'add', 'sliced', 'bell', 'peppers', 'water', 'vinegar', 'soup', 'mix', 'seasoning', 'simmer', 'medium', 'heat', 'top', 'cheese', 'let', 'melt', 'spoon', 'hoagie', 'rolls', 'freeze', 'freeze', 'ingredients', 'cooked', 'cheese']",Italian
11392,"['soak', 'the', 'peas', 'in', 'water', 'the', 'previous', 'night', 'the', 'next', 'morning', 'remove', 'the', 'skin', 'and', 'grind', 'the', 'peas', 'well', 'with', 'the', 'red', 'chillies', 'asafoetida', 'and', 'salt', 'do', 'not', 'add', 'too', 'much', 'of', 'water', 'when', 'you', 'grind', 'mix', 'the', 'urad', 'dal', 'grated', 'and', 'cut', 'veggies', 'and', 'the', 'ground', 'peas', 'wet', 'your', 'palms', 'with', 'a', 'little', 'water', 'take', 'the', 'mixture', 'in', 'you', 'palms', 'and', 'shape', 'it', 'into', 'a', 'round', 'shape', 'like', 'a', 'vada', 'do', 'not', 'make', 'a', 'hole', 'in', 'the', 'center', 'of', 'the', 'vada', 'heat', 'oil', 'in', 'a', 'wok', 'fry', 'the', 'vadas', 'in', 'it', 'till', 'golden', 'brown', 'on', 'both', 'sides', 'remove', 'from', 'heat', 'drain', 'on', 'paper', 'towels', 'and', 'serve', 'hot', 'with', 'tomato', 'ketchup', 'or', 'coconut', 'chutney', 'enjoy']","['soak', 'peas', 'water', 'previous', 'night', 'next', 'morning', 'remove', 'skin', 'grind', 'peas', 'well', 'red', 'chillies', 'asafoetida', 'salt', 'add', 'much', 'water', 'grind', 'mix', 'urad', 'dal', 'grated', 'cut', 'veggies', 'ground', 'peas', 'wet', 'palms', 'little', 'water', 'take', 'mixture', 'palms', 'shape', 'round', 'shape', 'like', 'vada', 'make', 'hole', 'center', 'vada', 'heat', 'oil', 'wok', 'fry', 'vadas', 'till', 'golden', 'brown', 'sides', 'remove', 'heat', 'drain', 'paper', 'towels', 'serve', 'hot', 'tomato', 'ketchup', 'coconut', 'chutney', 'enjoy']",Indian
6771,"['combine', 'first', '6', 'ingredients', 'in', 'a', 'large', 'bowl', 'stir', 'in', '1', 'tablespoon', 'yogurt', '1', 'tablespoon', 'juice', 'and', '2', 'garlic', 'cloves', 'add', 'chicken', 'toss', 'to', 'coat', 'heat', 'oil', 'in', 'a', 'large', 'nonstick', 'skillet', 'over', 'medium-high', 'heat', 'add', 'chicken', 'mixture', 'to', 'pan', 'sauté', '6', 'minutes', 'or', 'until', 'browned', 'and', 'done', 'stirring', 'frequently', 'while', 'chicken', 'cooks', 'combine', 'remaining', '1/4', 'cup', 'yogurt', 'remaining', '1', 'tablespoon', 'lemon', 'juice', 'remaining', '1', 'garlic', 'clove', 'and', 'tahini', 'stirring', 'well', 'spread', '1', '1/2', 'teaspoons', 'tahini', 'mixture', 'inside', 'each', 'pita', 'half', 'divide', 'chicken', 'evenly', 'among', 'pita', 'halves', 'fill', 'each', 'pita', 'half', 'with', '1', 'tablespoon', 'cucumber', '1', 'tablespoon', 'tomato', 'and', '1', '1/2', 'teaspoons', 'onion']","['combine', 'first', 'ingredients', 'large', 'bowl', 'stir', 'yogurt', 'juice', 'garlic', 'cloves', 'add', 'chicken', 'toss', 'coat', 'heat', 'oil', 'large', 'nonstick', 'skillet', 'medium', 'high', 'heat', 'add', 'chicken', 'mixture', 'pan', 'sauté', 'browned', 'done', 'stirring', 'frequently', 'chicken', 'cooks', 'combine', 'remaining', 'yogurt', 'remaining', 'lemon', 'juice', 'remaining', 'garlic', 'clove', 'tahini', 'stirring', 'well', 'spread', 'tahini', 'mixture', 'inside', 'pita', 'half', 'divide', 'chicken', 'evenly', 'among', 'pita', 'halves', 'fill', 'pita', 'half', 'cucumber', 'tomato', 'onion']",Indian
5739,"['in', 'stockpot', 'add', 'water', 'and', 'chicken', 'base', 'add', 'frozen', 'raviolis', 'and', 'cook', 'ten', 'minutes', 'on', 'low', 'heat', 'if', 'using', 'canned', 'raviolis', 'wait', 'do', 'not', 'add', 'add', 'chopped', 'carrots', 'onion', 'celery', 'green', 'pepper', 'and', 'frozen', 'chopped', 'spinach', 'cook', 'ten', 'minutes', 'add', 'canned', 'raviolis', 'cilantro', 'bonapetite', 'seasoning', 'pepper', 'tomato', 'sauce.heat', 'and', 'simmer', 'about', '5', 'minutes.to', 'bring', 'it', 'back', 'up', 'to', 'cooking', 'heat', 'will', 'take', 'about', '10', 'minutes', 'and', 'then', 'you', 'simmer', '5', 'minutes', 'take', 'off', 'heat', 'stir', 'in', 'half', 'half', 'serve', 'bowls', 'with', 'a', 'sprinkling', 'of', 'shredded', 'cheese', 'on', 'top', 'serve', 'with', 'crackers', 'note', 'if', 'you', 'want', 'a', 'more', 'broth', 'add', '1', 'more', 'cup', 'of', 'half', 'and', 'half']","['stockpot', 'add', 'water', 'chicken', 'base', 'add', 'frozen', 'raviolis', 'cook', 'ten', 'low', 'heat', 'using', 'canned', 'raviolis', 'wait', 'add', 'add', 'chopped', 'carrots', 'onion', 'celery', 'green', 'pepper', 'frozen', 'chopped', 'spinach', 'cook', 'ten', 'add', 'canned', 'raviolis', 'cilantro', 'bonapetite', 'seasoning', 'pepper', 'tomato', 'sauce.heat', 'simmer', 'minutes.to', 'bring', 'back', 'cooking', 'heat', 'take', 'simmer', 'take', 'heat', 'stir', 'half', 'half', 'serve', 'bowls', 'sprinkling', 'shredded', 'cheese', 'top', 'serve', 'crackers', 'note', 'want', 'broth', 'add', 'half', 'half']",Italian
